order_id,date,region,category,product,salesperson,quantity,unit_price,revenue,is_returned
ORD-002447,2024-09-02,Central,Sports,Product-041,Rep-09,30,163.82,4914.6,No
ORD-002448,2024-03-10,West,Electronics,Product-021,Rep-05,25,81.6,2040.0,Yes
ORD-002449,2024-09-18,East,Books,Product-043,Rep-18,50,428.17,21408.5,No
ORD-002450,2024-02-22,South,Books,Product-008,Rep-16,26,31.28,813.28,No
ORD-002451,2024-02-02,South,Books,Product-046,Rep-07,30,345.3,10359.0,No
ORD-002452,2024-01-15,South,Sports,Product-037,Rep-20,21,94.99,1994.79,No
ORD-002453,2024-07-29,East,Food,Product-043,Rep-19,11,477.89,5256.79,Yes
ORD-002454,2024-11-23,West,Clothing,Product-016,Rep-06,20,121.95,2439.0,No
ORD-002455,2024-11-30,South,Sports,Product-035,Rep-07,24,352.72,8465.28,No
ORD-002456,2024-10-11,North,Books,Product-047,Rep-15,20,137.06,2741.2,No
ORD-002457,2024-04-22,Central,Clothing,Product-002,Rep-19,11,405.08,4455.88,No
ORD-002458,2024-05-13,East,Sports,Product-046,Rep-04,17,290.92,4945.64,No
ORD-002459,2024-08-16,West,Books,Product-001,Rep-06,39,413.31,16119.09,No
ORD-002460,2024-08-13,Central,Clothing,Product-043,Rep-20,5,85.23,426.15,No
ORD-002461,2024-09-26,South,Books,Product-046,Rep-11,32,360.79,11545.28,No
ORD-002462,2024-10-23,West,Clothing,Product-009,Rep-05,36,473.17,17034.12,Yes
ORD-002463,2024-12-11,South,Food,Product-026,Rep-02,49,486.18,23822.82,No
ORD-002464,2024-03-29,Central,Sports,Product-032,Rep-20,3,442.27,1326.81,No
ORD-002465,2024-09-22,West,Books,Product-023,Rep-07,33,255.43,8429.19,No
ORD-002466,2024-12-07,South,Sports,Product-026,Rep-02,33,181.9,6002.7,Yes
ORD-002467,2024-04-13,Central,Clothing,Product-025,Rep-03,2,142.67,285.34,No
ORD-002468,2024-02-26,South,Clothing,Product-047,Rep-19,30,37.87,1136.1,Yes
ORD-002469,2024-01-12,West,Clothing,Product-050,Rep-19,50,78.86,3943.0,No
ORD-002470,2024-12-05,South,Books,Product-018,Rep-17,2,50.78,101.56,No
ORD-002471,2024-01-30,North,Sports,Product-027,Rep-16,40,412.51,16500.4,Yes
ORD-002472,2024-04-17,North,Sports,Product-008,Rep-05,44,298.78,13146.32,No
ORD-002473,2024-01-25,South,Electronics,Product-014,Rep-06,41,79.71,3268.11,Yes
ORD-002474,2024-12-17,East,Books,Product-049,Rep-05,45,480.26,21611.7,Yes
ORD-002475,2024-02-28,North,Electronics,Product-008,Rep-13,39,386.83,15086.37,No
ORD-002476,2024-02-23,North,Electronics,Product-040,Rep-02,9,457.08,4113.72,No
ORD-002477,2024-03-10,West,Books,Product-016,Rep-07,47,174.75,8213.25,No
ORD-002478,2024-01-19,East,Books,Product-022,Rep-07,19,288.08,5473.52,Yes
ORD-002479,2024-12-04,Central,Sports,Product-007,Rep-05,12,230.39,2764.68,No
ORD-002480,2024-03-31,North,Sports,Product-044,Rep-13,7,49.6,347.2,No
ORD-002481,2024-06-21,Central,Clothing,Product-010,Rep-20,1,290.33,290.33,No
ORD-002482,2024-07-11,West,Clothing,Product-045,Rep-12,9,13.47,121.23,No
ORD-002483,2024-07-13,North,Clothing,Product-046,Rep-19,5,406.18,2030.9,No
ORD-002484,2024-03-06,East,Electronics,Product-050,Rep-04,50,348.81,17440.5,No
ORD-002485,2024-08-20,South,Books,Product-023,Rep-18,8,75.23,601.84,No
ORD-002486,2024-10-03,South,Clothing,Product-002,Rep-09,24,196.75,4722.0,Yes
ORD-002487,2024-03-20,East,Electronics,Product-028,Rep-04,2,74.72,149.44,No
ORD-002488,2024-11-10,West,Books,Product-018,Rep-02,11,242.26,2664.86,No
ORD-002489,2024-11-02,North,Books,Product-028,Rep-19,40,35.45,1418.0,Yes
ORD-002490,2024-07-30,Central,Sports,Product-042,Rep-04,15,69.34,1040.1,No
ORD-002491,2024-06-12,South,Electronics,Product-015,Rep-10,17,476.69,8103.73,Yes
ORD-002492,2024-05-07,West,Food,Product-026,Rep-16,4,66.72,266.88,No
ORD-002493,2024-07-07,Central,Sports,Product-005,Rep-12,28,447.06,12517.68,No
ORD-002494,2024-10-29,Central,Food,Product-019,Rep-14,44,390.3,17173.2,No
ORD-002495,2024-05-06,North,Clothing,Product-017,Rep-15,17,242.39,4120.63,No
ORD-002496,2024-01-02,North,Electronics,Product-033,Rep-04,8,26.84,214.72,Yes
ORD-002497,2024-04-16,East,Sports,Product-015,Rep-04,2,404.02,808.04,No
ORD-002498,2024-07-23,North,Books,Product-011,Rep-14,18,382.9,6892.2,Yes
ORD-002499,2024-10-05,Central,Books,Product-007,Rep-05,1,260.84,260.84,Yes
ORD-002500,2024-02-25,East,Electronics,Product-013,Rep-17,22,353.63,7779.86,Yes
ORD-002501,2024-07-28,North,Books,Product-046,Rep-08,29,55.32,1604.28,No
ORD-002502,2024-02-10,Central,Food,Product-034,Rep-09,4,407.43,1629.72,No
ORD-002503,2024-06-02,South,Electronics,Product-046,Rep-07,13,401.51,5219.63,Yes
ORD-002504,2024-01-09,Central,Sports,Product-034,Rep-12,37,220.37,8153.69,No
ORD-002505,2024-08-06,Central,Books,Product-002,Rep-07,46,217.6,10009.6,Yes
ORD-002506,2024-10-14,South,Sports,Product-026,Rep-06,1,170.21,170.21,No
ORD-002507,2024-05-10,East,Clothing,Product-006,Rep-12,28,445.37,12470.36,Yes
ORD-002508,2024-09-25,East,Electronics,Product-003,Rep-02,16,416.19,6659.04,No
ORD-002509,2024-07-25,Central,Food,Product-041,Rep-19,27,215.65,5822.55,Yes
ORD-002510,2024-02-04,West,Books,Product-043,Rep-15,8,30.04,240.32,Yes
ORD-002511,2024-05-09,Central,Sports,Product-016,Rep-18,3,14.73,44.19,Yes
ORD-002512,2024-10-15,Central,Sports,Product-001,Rep-11,49,351.47,17222.03,No
ORD-002513,2024-12-07,South,Electronics,Product-017,Rep-20,46,37.56,1727.76,Yes
ORD-002514,2024-10-28,West,Books,Product-026,Rep-20,20,325.06,6501.2,No
ORD-002515,2024-11-23,South,Books,Product-038,Rep-15,15,325.77,4886.55,Yes
ORD-002516,2024-07-31,Central,Electronics,Product-027,Rep-13,25,303.48,7587.0,Yes
ORD-002517,2024-03-17,North,Books,Product-031,Rep-19,14,245.05,3430.7,No
ORD-002518,2024-05-07,Central,Books,Product-012,Rep-07,15,416.3,6244.5,No
ORD-002519,2024-10-25,West,Books,Product-001,Rep-03,37,456.42,16887.54,No
ORD-002520,2024-03-25,South,Electronics,Product-014,Rep-15,28,424.82,11894.96,Yes
ORD-002521,2024-09-20,West,Clothing,Product-007,Rep-03,30,410.81,12324.3,No
ORD-002522,2024-01-29,North,Food,Product-007,Rep-18,11,332.07,3652.77,Yes
ORD-002523,2024-04-30,West,Sports,Product-033,Rep-20,24,343.75,8250.0,No
ORD-002524,2024-03-16,East,Electronics,Product-047,Rep-18,8,46.33,370.64,No
ORD-002525,2024-12-04,North,Sports,Product-026,Rep-09,33,20.12,663.96,No
ORD-002526,2024-09-30,North,Books,Product-023,Rep-17,9,84.55,760.95,No
ORD-002527,2024-10-19,Central,Books,Product-001,Rep-18,29,486.4,14105.6,No
ORD-002528,2024-02-01,North,Books,Product-031,Rep-11,2,133.45,266.9,No
ORD-002529,2024-12-07,South,Clothing,Product-025,Rep-19,6,415.26,2491.56,Yes
ORD-002530,2024-06-02,North,Clothing,Product-033,Rep-16,39,204.6,7979.4,No
ORD-002531,2024-03-25,West,Sports,Product-010,Rep-15,39,336.85,13137.15,No
ORD-002532,2024-10-23,East,Electronics,Product-018,Rep-02,43,465.46,20014.78,No
ORD-002533,2024-04-27,North,Sports,Product-028,Rep-04,46,63.37,2915.02,No
ORD-002534,2024-08-06,West,Clothing,Product-012,Rep-16,3,249.71,749.13,No
ORD-002535,2024-12-11,South,Food,Product-047,Rep-13,45,278.84,12547.8,No
ORD-002536,2024-02-24,West,Books,Product-012,Rep-10,50,465.85,23292.5,Yes
ORD-002537,2024-11-05,Central,Sports,Product-025,Rep-13,27,352.5,9517.5,No
ORD-002538,2024-05-15,Central,Books,Product-033,Rep-10,40,217.51,8700.4,No
ORD-002539,2024-02-03,West,Food,Product-007,Rep-13,29,10.75,311.75,No
ORD-002540,2024-03-22,South,Books,Product-018,Rep-18,23,292.1,6718.3,No
ORD-002541,2024-01-01,South,Food,Product-035,Rep-13,33,483.99,15971.67,No
ORD-002542,2024-11-10,South,Food,Product-026,Rep-16,3,440.77,1322.31,No
ORD-002543,2024-09-26,North,Books,Product-002,Rep-20,29,302.96,8785.84,Yes
ORD-002544,2024-02-15,North,Sports,Product-049,Rep-08,20,41.56,831.2,No
ORD-002545,2024-12-04,South,Clothing,Product-046,Rep-14,49,493.63,24187.87,Yes
ORD-002546,2024-04-29,East,Electronics,Product-022,Rep-06,14,240.18,3362.52,No
ORD-002547,2024-01-23,West,Electronics,Product-026,Rep-11,17,164.0,2788.0,Yes
ORD-002548,2024-03-25,Central,Food,Product-032,Rep-05,24,453.68,10888.32,No
ORD-002549,2024-03-04,Central,Electronics,Product-013,Rep-10,40,53.19,2127.6,No
ORD-002550,2024-01-15,North,Books,Product-049,Rep-16,37,211.11,7811.07,Yes
ORD-002551,2024-09-21,West,Sports,Product-037,Rep-18,9,351.6,3164.4,Yes
ORD-002552,2024-10-06,North,Books,Product-030,Rep-18,35,478.43,16745.05,No
ORD-002553,2024-02-19,Central,Books,Product-034,Rep-04,18,44.41,799.38,No
ORD-002554,2024-06-16,East,Books,Product-017,Rep-18,40,96.43,3857.2,No
ORD-002555,2024-11-11,South,Sports,Product-026,Rep-20,43,271.51,11674.93,No
ORD-002556,2024-06-08,Central,Electronics,Product-021,Rep-11,33,193.68,6391.44,No
ORD-002557,2024-06-09,North,Sports,Product-009,Rep-20,43,29.4,1264.2,No
ORD-002558,2024-01-30,Central,Clothing,Product-045,Rep-13,44,391.62,17231.28,Yes
ORD-002559,2024-06-28,North,Books,Product-044,Rep-02,8,39.84,318.72,No
ORD-002560,2024-11-01,West,Books,Product-014,Rep-14,35,377.59,13215.65,No
ORD-002561,2024-05-07,South,Electronics,Product-033,Rep-19,27,488.05,13177.35,No
ORD-002562,2024-06-16,East,Books,Product-001,Rep-02,24,301.75,7242.0,Yes
ORD-002563,2024-10-31,Central,Clothing,Product-020,Rep-17,42,327.41,13751.22,No
ORD-002564,2024-04-01,East,Books,Product-044,Rep-09,4,150.19,600.76,No
ORD-002565,2024-08-08,Central,Books,Product-017,Rep-06,32,208.18,6661.76,Yes
ORD-002566,2024-06-08,Central,Books,Product-049,Rep-15,21,214.68,4508.28,No
ORD-002567,2024-10-02,Central,Food,Product-015,Rep-07,2,287.75,575.5,Yes
ORD-002568,2024-08-05,Central,Food,Product-026,Rep-13,9,125.05,1125.45,No
ORD-002569,2024-11-20,Central,Food,Product-004,Rep-04,12,386.36,4636.32,No
ORD-002570,2024-11-19,Central,Clothing,Product-004,Rep-01,22,303.81,6683.82,No
ORD-002571,2024-03-23,South,Food,Product-012,Rep-15,12,63.62,763.44,No
ORD-002572,2024-09-01,Central,Books,Product-009,Rep-11,45,330.04,14851.8,Yes
ORD-002573,2024-07-18,South,Food,Product-046,Rep-04,2,56.31,112.62,Yes
ORD-002574,2024-07-09,Central,Sports,Product-034,Rep-13,33,408.57,13482.81,Yes
ORD-002575,2024-01-04,West,Electronics,Product-007,Rep-16,49,452.7,22182.3,No
ORD-002576,2024-09-03,West,Clothing,Product-013,Rep-03,46,249.79,11490.34,No
ORD-002577,2024-10-22,Central,Books,Product-001,Rep-09,39,441.83,17231.37,No
ORD-002578,2024-03-10,Central,Clothing,Product-041,Rep-14,46,207.23,9532.58,Yes
ORD-002579,2024-03-16,South,Electronics,Product-014,Rep-17,47,59.9,2815.3,No
ORD-002580,2024-04-27,East,Food,Product-015,Rep-14,48,381.06,18290.88,No
ORD-002581,2024-12-22,West,Electronics,Product-030,Rep-18,38,366.1,13911.8,No
ORD-002582,2024-11-21,Central,Sports,Product-012,Rep-10,11,187.41,2061.51,No
ORD-002583,2024-03-04,South,Sports,Product-021,Rep-09,43,280.96,12081.28,No
ORD-002584,2024-05-17,East,Food,Product-020,Rep-12,4,20.56,82.24,No
ORD-002585,2024-11-29,South,Clothing,Product-005,Rep-04,30,172.58,5177.4,No
ORD-002586,2024-04-09,East,Food,Product-050,Rep-18,10,467.65,4676.5,No
ORD-002587,2024-12-15,North,Books,Product-029,Rep-13,40,368.05,14722.0,No
ORD-002588,2024-05-04,South,Books,Product-011,Rep-01,43,150.27,6461.61,No
ORD-002589,2024-10-11,South,Electronics,Product-031,Rep-12,35,192.86,6750.1,Yes
ORD-002590,2024-12-01,North,Sports,Product-025,Rep-08,35,35.09,1228.15,Yes
ORD-002591,2024-05-10,South,Electronics,Product-025,Rep-20,22,358.81,7893.82,No
ORD-002592,2024-06-15,South,Food,Product-040,Rep-08,47,274.93,12921.71,No
ORD-002593,2024-04-27,North,Sports,Product-005,Rep-13,20,10.85,217.0,No
ORD-002594,2024-08-30,North,Books,Product-023,Rep-06,33,146.87,4846.71,No
ORD-002595,2024-05-10,Central,Food,Product-017,Rep-14,17,458.81,7799.77,Yes
ORD-002596,2024-09-29,Central,Electronics,Product-031,Rep-20,14,410.63,5748.82,No
ORD-002597,2024-08-18,North,Electronics,Product-042,Rep-11,46,393.22,18088.12,No
ORD-002598,2024-11-25,West,Books,Product-033,Rep-17,39,66.05,2575.95,No
ORD-002599,2024-10-02,West,Sports,Product-038,Rep-14,48,196.07,9411.36,No
ORD-002600,2024-12-19,Central,Books,Product-038,Rep-05,39,35.16,1371.24,No
ORD-002601,2024-02-23,South,Food,Product-025,Rep-08,18,420.67,7572.06,Yes
ORD-002602,2024-02-15,West,Books,Product-046,Rep-09,47,493.32,23186.04,No
ORD-002603,2024-05-17,West,Clothing,Product-038,Rep-15,9,452.76,4074.84,No
ORD-002604,2024-09-23,North,Clothing,Product-008,Rep-18,16,122.94,1967.04,No
ORD-002605,2024-01-16,South,Sports,Product-014,Rep-06,26,460.38,11969.88,Yes
ORD-002606,2024-12-30,South,Clothing,Product-010,Rep-04,37,280.74,10387.38,Yes
ORD-002607,2024-02-29,South,Electronics,Product-002,Rep-03,1,96.63,96.63,No
ORD-002608,2024-08-24,North,Electronics,Product-033,Rep-20,28,192.8,5398.4,No
ORD-002609,2024-07-16,North,Food,Product-013,Rep-12,8,10.55,84.4,No
ORD-002610,2024-02-17,South,Sports,Product-019,Rep-11,19,35.55,675.45,No
ORD-002611,2024-11-24,North,Books,Product-018,Rep-14,6,296.87,1781.22,No
ORD-002612,2024-04-09,West,Food,Product-044,Rep-04,21,158.12,3320.52,Yes
ORD-002613,2024-01-02,North,Books,Product-049,Rep-13,13,368.0,4784.0,No
ORD-002614,2024-01-02,Central,Food,Product-048,Rep-19,24,409.6,9830.4,No
ORD-002615,2024-08-12,North,Books,Product-028,Rep-13,5,169.05,845.25,No
ORD-002616,2024-05-17,East,Food,Product-020,Rep-03,6,41.54,249.24,Yes
ORD-002617,2024-12-26,North,Books,Product-035,Rep-11,15,493.46,7401.9,Yes
ORD-002618,2024-07-23,West,Food,Product-050,Rep-20,40,409.88,16395.2,No
ORD-002619,2024-01-22,Central,Sports,Product-049,Rep-07,34,309.51,10523.34,No
ORD-002620,2024-08-02,West,Clothing,Product-025,Rep-18,36,105.14,3785.04,No
ORD-002621,2024-03-22,North,Sports,Product-015,Rep-18,25,305.43,7635.75,No
ORD-002622,2024-10-12,West,Electronics,Product-031,Rep-17,36,262.42,9447.12,No
ORD-002623,2024-11-10,Central,Sports,Product-028,Rep-06,5,185.22,926.1,No
ORD-002624,2024-08-20,East,Electronics,Product-045,Rep-20,5,286.83,1434.15,No
ORD-002625,2024-03-05,South,Books,Product-045,Rep-12,2,471.92,943.84,No
ORD-002626,2024-11-19,South,Books,Product-001,Rep-10,34,290.77,9886.18,Yes
ORD-002627,2024-10-10,West,Food,Product-009,Rep-03,1,381.72,381.72,No
ORD-002628,2024-07-03,North,Books,Product-032,Rep-15,22,257.7,5669.4,No
ORD-002629,2024-12-27,South,Books,Product-019,Rep-13,6,337.13,2022.78,No
ORD-002630,2024-02-08,West,Clothing,Product-018,Rep-03,7,273.2,1912.4,No
ORD-002631,2024-03-11,South,Clothing,Product-039,Rep-16,28,136.8,3830.4,No
ORD-002632,2024-09-19,North,Food,Product-047,Rep-12,38,41.85,1590.3,No
ORD-002633,2024-03-08,Central,Food,Product-024,Rep-16,7,412.54,2887.78,Yes
ORD-002634,2024-06-12,South,Electronics,Product-037,Rep-05,28,390.85,10943.8,No
ORD-002635,2024-07-06,West,Electronics,Product-047,Rep-02,32,416.1,13315.2,Yes
ORD-002636,2024-11-19,Central,Books,Product-018,Rep-02,26,113.68,2955.68,No
ORD-002637,2024-03-28,Central,Books,Product-012,Rep-17,14,414.5,5803.0,No
ORD-002638,2024-10-13,Central,Electronics,Product-004,Rep-03,40,167.41,6696.4,No
ORD-002639,2024-09-23,West,Clothing,Product-011,Rep-09,42,472.93,19863.06,No
ORD-002640,2024-05-03,East,Electronics,Product-025,Rep-18,6,72.44,434.64,No
ORD-002641,2024-01-04,Central,Sports,Product-042,Rep-02,31,37.63,1166.53,Yes
ORD-002642,2024-02-29,North,Sports,Product-012,Rep-15,37,189.04,6994.48,Yes
ORD-002643,2024-12-02,East,Electronics,Product-048,Rep-02,6,160.92,965.52,No
ORD-002644,2024-04-26,West,Clothing,Product-013,Rep-02,29,31.35,909.15,Yes
ORD-002645,2024-08-24,West,Food,Product-044,Rep-01,5,405.78,2028.9,Yes
ORD-002646,2024-09-04,North,Sports,Product-037,Rep-10,17,453.5,7709.5,No
ORD-002647,2024-12-23,South,Sports,Product-034,Rep-15,19,117.37,2230.03,No
ORD-002648,2024-10-30,East,Food,Product-009,Rep-20,36,288.68,10392.48,No
ORD-002649,2024-05-22,East,Electronics,Product-040,Rep-17,31,384.17,11909.27,No
ORD-002650,2024-08-30,West,Electronics,Product-014,Rep-03,13,403.36,5243.68,Yes
ORD-002651,2024-05-12,Central,Sports,Product-043,Rep-20,22,27.47,604.34,No
ORD-002652,2024-04-23,East,Food,Product-014,Rep-12,44,95.67,4209.48,No
ORD-002653,2024-05-11,South,Food,Product-010,Rep-14,34,383.15,13027.1,Yes
ORD-002654,2024-07-26,East,Electronics,Product-048,Rep-14,18,489.61,8812.98,No
ORD-002655,2024-04-09,Central,Food,Product-035,Rep-17,38,276.24,10497.12,No
ORD-002656,2024-10-07,Central,Clothing,Product-025,Rep-10,20,484.0,9680.0,No
ORD-002657,2024-03-11,Central,Electronics,Product-029,Rep-15,35,28.48,996.8,No
ORD-002658,2024-12-26,East,Sports,Product-022,Rep-12,4,199.77,799.08,Yes
ORD-002659,2024-07-05,West,Clothing,Product-047,Rep-01,26,83.93,2182.18,Yes
ORD-002660,2024-10-03,Central,Electronics,Product-003,Rep-16,22,451.65,9936.3,No
ORD-002661,2024-01-15,North,Clothing,Product-007,Rep-03,43,495.11,21289.73,Yes
ORD-002662,2024-08-24,East,Electronics,Product-039,Rep-01,50,256.22,12811.0,No
ORD-002663,2024-06-17,East,Books,Product-004,Rep-06,19,353.56,6717.64,No
ORD-002664,2024-11-20,West,Food,Product-015,Rep-11,2,206.03,412.06,No
ORD-002665,2024-12-23,North,Electronics,Product-043,Rep-05,6,342.88,2057.28,No
ORD-002666,2024-08-12,West,Food,Product-004,Rep-01,21,393.54,8264.34,No
ORD-002667,2024-08-01,North,Electronics,Product-021,Rep-04,49,407.17,19951.33,No
ORD-002668,2024-04-19,Central,Sports,Product-017,Rep-15,47,465.6,21883.2,No
ORD-002669,2024-01-17,East,Electronics,Product-049,Rep-15,29,144.85,4200.65,No
ORD-002670,2024-03-07,North,Food,Product-046,Rep-19,30,299.51,8985.3,No
ORD-002671,2024-11-25,North,Electronics,Product-001,Rep-13,2,457.16,914.32,No
ORD-002672,2024-12-12,Central,Electronics,Product-014,Rep-19,40,112.03,4481.2,Yes
ORD-002673,2024-01-02,North,Clothing,Product-028,Rep-02,18,177.36,3192.48,No
ORD-002674,2024-02-02,West,Electronics,Product-015,Rep-11,5,273.67,1368.35,No
ORD-002675,2024-10-06,South,Food,Product-044,Rep-19,23,176.32,4055.36,No
ORD-002676,2024-03-16,North,Electronics,Product-004,Rep-14,3,183.87,551.61,No
ORD-002677,2024-10-18,North,Books,Product-037,Rep-14,37,11.46,424.02,Yes
ORD-002678,2024-02-07,East,Books,Product-017,Rep-02,35,196.49,6877.15,No
ORD-002679,2024-09-02,South,Clothing,Product-043,Rep-07,33,137.19,4527.27,No
ORD-002680,2024-06-06,Central,Clothing,Product-002,Rep-01,38,350.95,13336.1,No
ORD-002681,2024-09-08,South,Food,Product-021,Rep-01,30,191.6,5748.0,No
ORD-002682,2024-03-23,North,Electronics,Product-032,Rep-07,41,177.23,7266.43,No
ORD-002683,2024-06-09,East,Clothing,Product-019,Rep-04,17,69.35,1178.95,No
ORD-002684,2024-10-02,North,Clothing,Product-043,Rep-19,17,95.97,1631.49,No
ORD-002685,2024-04-22,North,Electronics,Product-001,Rep-02,15,157.32,2359.8,Yes
ORD-002686,2024-11-25,North,Food,Product-016,Rep-01,27,420.27,11347.29,No
ORD-002687,2024-09-18,South,Electronics,Product-006,Rep-13,17,125.27,2129.59,No
ORD-002688,2024-08-15,West,Electronics,Product-019,Rep-11,15,398.32,5974.8,No
ORD-002689,2024-06-20,West,Sports,Product-035,Rep-15,49,438.85,21503.65,No
ORD-002690,2024-10-16,West,Sports,Product-050,Rep-14,12,48.42,581.04,No
ORD-002691,2024-03-26,South,Books,Product-043,Rep-06,26,27.98,727.48,Yes
ORD-002692,2024-12-21,Central,Sports,Product-012,Rep-03,10,231.5,2315.0,No
ORD-002693,2024-08-24,West,Clothing,Product-001,Rep-15,30,445.51,13365.3,Yes
ORD-002694,2024-02-16,South,Sports,Product-001,Rep-06,23,421.72,9699.56,No
ORD-002695,2024-08-08,North,Sports,Product-047,Rep-06,45,478.93,21551.85,Yes
ORD-002696,2024-06-29,West,Sports,Product-032,Rep-01,34,393.91,13392.94,No
ORD-002697,2024-10-16,North,Sports,Product-028,Rep-07,7,219.7,1537.9,No
ORD-002698,2024-06-19,West,Food,Product-037,Rep-15,36,277.55,9991.8,No
ORD-002699,2024-03-26,East,Sports,Product-034,Rep-02,46,346.91,15957.86,Yes
ORD-002700,2024-06-22,West,Clothing,Product-005,Rep-18,16,241.98,3871.68,No
ORD-002701,2024-11-07,West,Books,Product-012,Rep-17,10,256.72,2567.2,No
ORD-002702,2024-06-18,North,Sports,Product-009,Rep-06,20,433.79,8675.8,No
ORD-002703,2024-03-24,West,Clothing,Product-040,Rep-10,1,31.72,31.72,No
ORD-002704,2024-11-16,South,Electronics,Product-017,Rep-03,15,71.96,1079.4,No
ORD-002705,2024-05-22,South,Clothing,Product-048,Rep-17,32,493.76,15800.32,Yes
ORD-002706,2024-02-03,Central,Sports,Product-039,Rep-07,27,487.1,13151.7,Yes
ORD-002707,2024-12-10,North,Clothing,Product-003,Rep-07,9,369.18,3322.62,Yes
ORD-002708,2024-05-21,South,Clothing,Product-009,Rep-15,46,349.46,16075.16,No
ORD-002709,2024-07-02,North,Clothing,Product-024,Rep-07,9,349.25,3143.25,Yes
ORD-002710,2024-03-07,Central,Electronics,Product-027,Rep-09,33,51.3,1692.9,No
ORD-002711,2024-04-10,North,Food,Product-046,Rep-20,1,342.68,342.68,No
ORD-002712,2024-08-13,East,Sports,Product-007,Rep-20,30,232.5,6975.0,No
ORD-002713,2024-03-08,North,Clothing,Product-039,Rep-03,50,40.16,2008.0,No
ORD-002714,2024-12-15,North,Books,Product-020,Rep-13,44,489.25,21527.0,Yes
ORD-002715,2024-03-22,West,Clothing,Product-008,Rep-01,38,375.79,14280.02,No
ORD-002716,2024-05-06,Central,Electronics,Product-040,Rep-13,48,272.9,13099.2,No
ORD-002717,2024-03-24,South,Electronics,Product-027,Rep-16,10,285.91,2859.1,Yes
ORD-002718,2024-09-13,West,Food,Product-027,Rep-13,4,186.61,746.44,No
ORD-002719,2024-01-21,East,Clothing,Product-006,Rep-19,25,120.76,3019.0,No
ORD-002720,2024-07-04,West,Food,Product-050,Rep-09,24,34.92,838.08,No
ORD-002721,2024-12-01,East,Books,Product-013,Rep-10,3,223.28,669.84,No
ORD-002722,2024-04-25,North,Food,Product-042,Rep-20,37,211.33,7819.21,No
ORD-002723,2024-03-26,South,Books,Product-009,Rep-14,30,98.94,2968.2,Yes
ORD-002724,2024-02-15,Central,Clothing,Product-027,Rep-05,19,484.49,9205.31,No
ORD-002725,2024-12-01,Central,Clothing,Product-007,Rep-17,36,349.24,12572.64,Yes
ORD-002726,2024-09-30,West,Sports,Product-007,Rep-20,48,249.03,11953.44,No
ORD-002727,2024-03-16,Central,Electronics,Product-043,Rep-20,41,123.85,5077.85,No
ORD-002728,2024-05-14,Central,Clothing,Product-009,Rep-10,15,104.5,1567.5,No
ORD-002729,2024-04-05,Central,Sports,Product-016,Rep-08,24,335.02,8040.48,No
ORD-002730,2024-05-13,North,Clothing,Product-005,Rep-03,13,474.94,6174.22,No
ORD-002731,2024-12-08,North,Food,Product-047,Rep-09,34,252.26,8576.84,No
ORD-002732,2024-08-27,West,Food,Product-032,Rep-11,50,365.24,18262.0,No
ORD-002733,2024-07-24,Central,Food,Product-013,Rep-12,38,357.49,13584.62,No
ORD-002734,2024-08-11,Central,Books,Product-025,Rep-20,24,284.34,6824.16,No
ORD-002735,2024-02-02,Central,Clothing,Product-006,Rep-06,28,108.27,3031.56,No
ORD-002736,2024-05-26,North,Sports,Product-022,Rep-20,24,15.95,382.8,No
ORD-002737,2024-09-17,South,Books,Product-039,Rep-05,6,408.31,2449.86,No
ORD-002738,2024-07-09,Central,Books,Product-012,Rep-04,37,193.74,7168.38,No
ORD-002739,2024-01-07,Central,Clothing,Product-016,Rep-12,30,435.71,13071.3,Yes
ORD-002740,2024-05-16,Central,Electronics,Product-043,Rep-09,12,195.48,2345.76,No
ORD-002741,2024-05-06,North,Food,Product-050,Rep-11,11,470.77,5178.47,No
ORD-002742,2024-04-19,East,Sports,Product-027,Rep-08,46,405.75,18664.5,No
ORD-002743,2024-04-25,North,Electronics,Product-035,Rep-04,7,480.72,3365.04,No
ORD-002744,2024-09-28,South,Electronics,Product-006,Rep-12,23,460.28,10586.44,No
ORD-002745,2024-02-17,South,Clothing,Product-024,Rep-09,36,144.02,5184.72,No
ORD-002746,2024-08-09,Central,Food,Product-044,Rep-16,33,399.77,13192.41,Yes
ORD-002747,2024-02-27,South,Electronics,Product-045,Rep-17,32,101.03,3232.96,No
ORD-002748,2024-06-23,South,Books,Product-030,Rep-15,48,411.08,19731.84,No
ORD-002749,2024-10-22,Central,Books,Product-013,Rep-07,28,203.15,5688.2,No
ORD-002750,2024-01-02,North,Electronics,Product-049,Rep-12,8,142.94,1143.52,No
ORD-002751,2024-08-12,Central,Food,Product-042,Rep-17,35,36.13,1264.55,Yes
ORD-002752,2024-01-19,East,Clothing,Product-047,Rep-05,2,460.78,921.56,Yes
ORD-002753,2024-06-07,South,Electronics,Product-028,Rep-01,12,163.3,1959.6,No
ORD-002754,2024-04-26,North,Clothing,Product-049,Rep-13,37,347.69,12864.53,Yes
ORD-002755,2024-09-10,South,Electronics,Product-013,Rep-13,11,454.67,5001.37,No
ORD-002756,2024-06-28,East,Clothing,Product-047,Rep-01,46,81.32,3740.72,No
ORD-002757,2024-10-21,East,Clothing,Product-023,Rep-05,47,317.43,14919.21,No
ORD-002758,2024-11-11,South,Clothing,Product-010,Rep-06,23,414.49,9533.27,No
ORD-002759,2024-11-23,East,Clothing,Product-045,Rep-20,45,386.57,17395.65,No
